US28,-54.852497,-68.201464
WH588,-54.844025,-68.314219
TOBTO,-54.842528,-68.1904
FTP,-54.841017,-68.276472
WH792,-54.840356,-68.313064
WH192,-54.837622,-68.150697
US04,-54.836322,-68.164614
WH092,-54.833617,-68.051144
US07,-54.831833,-68.0785
UGSIN,-54.829858,-67.959581
US132,-54.827408,-67.900908
US15,-54.825228,-67.849178
US16,-54.824006,-67.820439
MUGUM,-54.823847,-67.816478
US13,-54.822364,-67.900592
US18,-54.821544,-67.762972
WH087,-54.820772,-67.744642
MIBOK,-54.817778,-67.675556
WH214,-54.796389,-67.635
TODRA,-54.743056,-68.676944
WH213,-54.73,-67.642222
ROMIV,-54.668056,-68.610556
EDPAN,-54.663611,-67.649722
T350,-54.607042,-67.770703
DABLI,-54.5,-67.667778
UGIRA,-54.5,-68.317778
KEXOP,-54.5,-68.109722
54W40,-54,-140
ALMIR,-54,-69.808333
54W20,-54,-120
54W31,-54,-131
R146N,-53.989422,-67.590608
R186L,-53.966858,-67.840739
R146L,-53.958839,-67.612861
KOVSI,-53.868083,-68.039758
LOBID,-53.8526,-67.446981
R240L,-53.834789,-68.067681
D85,-53.829122,-67.966611
8GRA,-53.827083,-67.952814
R092L,-53.824875,-67.418983
GR93P,-53.818667,-67.480458
08GRA,-53.817347,-67.532392
R251L,-53.802575,-68.079725
07P,-53.797903,-67.526967
R083N,-53.797028,-67.354039
GRA85,-53.7947,-67.982256
GRA8,-53.793569,-67.968333
GRA07,-53.791303,-67.940492
ESPAT,-53.788192,-68.185761
GRA45,-53.785606,-67.870906
EKIPI,-53.784953,-68.045375
VUNUK,-53.781553,-67.905011
GRA04,-53.780444,-67.633667
WE019,-53.780064,-67.846633
WE008,-53.779433,-67.820803
GRA28,-53.778881,-67.667275
GRA14,-53.778486,-67.784642
GR05,-53.776839,-67.720567
GRA19,-53.775239,-67.692322
GRA67,-53.775103,-67.557486
GRA80,-53.775039,-67.520967
GRA90,-53.774983,-67.492875
GRA10,-53.774922,-67.464786
R079L,-53.774775,-67.408606
GR38,-53.774414,-67.627725
WE005,-53.774256,-67.624353
ARVAG,-53.773428,-67.594053
GR63,-53.772528,-67.557572
P07,-53.7716,-67.523981
GR93,-53.770208,-67.473397
GR95,-53.769928,-67.467222
ESBON,-53.7695,-67.453767
GRA11,-53.769186,-67.436925
14GRA,-53.766539,-67.352736
PUKOX,-53.765406,-67.313508
R067N,-53.732264,-67.359367
R064L,-53.722119,-67.420958
R064N,-53.713181,-67.366917
REDET,-53.701822,-68.050969
ILMEN,-53.688744,-67.421694
R324L,-53.593614,-67.885417
R012L,-53.590703,-67.617258
GEDAB,-53.59,-68.4075
R004L,-53.583081,-67.654328
R348L,-53.575583,-67.749208
TOGOR,-53.573333,-68.610556
R324N,-53.563325,-67.908586
R012N,-53.559931,-67.595961
R004N,-53.551044,-67.639181
R348N,-53.542303,-67.749789
LOKEN,-53.408333,-68.421389
NAS21,-53.227944,-70.390342
NAS17,-53.181142,-70.487703
R141J,-53.15355,-70.733486
R131J,-53.139789,-70.694786
PABIS,-53.138936,-70.663028
R130J,-53.136781,-70.688353
R121J,-53.119394,-70.655961
NAS08,-53.087294,-70.681794
SIMIR,-53.083964,-70.559222
FF30,-53.077289,-70.7634
OTAGI,-53.076944,-58.289167
R130E,-53.070503,-70.771944
CI049,-53.063969,-70.746022
SALPO,-53.063881,-70.772439
CI030,-53.050681,-70.791628
R089H,-53.033028,-70.638292
R087J,-53.032467,-70.583328
CI994,-53.024908,-70.742828
CI993,-53.019919,-70.742419
R130A,-53.017439,-70.838631
EP30,-53.013219,-70.843925
DUBLU,-53.004319,-71.151206
EP07,-53.002892,-70.875683
UROXA,-53.002494,-70.985708
R263A,-53.002453,-70.882719
EP25,-53.002286,-70.833397
R069A,-53.001819,-70.827967
INAS2,-53.001292,-70.893142
INAS6,-53.000344,-70.822083
53W50,-53,-150
CI029,-52.999533,-70.752558
VAPIL,-52.999139,-70.723478
INAS5,-52.998725,-70.701419
EP12,-52.996819,-70.867497
ISAPU,-52.996728,-70.558022
10INA,-52.996594,-70.563544
R263E,-52.995533,-70.992458
FF07,-52.994675,-71.005969
EP19,-52.994175,-70.844564
R302A,-52.992419,-70.874814
R069E,-52.992364,-70.71875
R260K,-52.991067,-71.156319
CI112,-52.988911,-70.690436
CI048,-52.986956,-70.706472
R263K,-52.984967,-71.157006
R260O,-52.983733,-71.266019
R070J,-52.98295,-70.579933
R069J,-52.980406,-70.5823
CI071,-52.973122,-71.049044
R020C,-52.965036,-70.813358
CI990,-52.963892,-70.986947
CI992,-52.960514,-70.754028
CI991,-52.957008,-70.760322
CI143,-52.952569,-70.749961
R059J,-52.952175,-70.593364
CI040,-52.9474,-70.941219
R302E,-52.945392,-70.952853
FF12,-52.940981,-70.960161
ASGEN,-52.936111,-66.654722
R020E,-52.926522,-70.772189
CI103,-52.922183,-71.069756
UGROL,-52.921122,-71.153561
R047J,-52.920467,-70.617061
CI095,-52.919247,-70.722297
GELID,-52.915931,-70.619367
PALUN,-52.912433,-70.561506
USORI,-52.900733,-71.070433
R298J,-52.895022,-71.063278
CI125,-52.8933,-70.792811
R302J,-52.886536,-71.050164
AKTEB,-52.872097,-71.049686
R022J,-52.867572,-70.697931
PAMIP,-52.843369,-70.927942
UTNOS,-52.838056,-66.902778
UVLIN,-52.833889,-66.905833
OREPU,-52.805928,-71.133008
MUBES,-52.8025,-68.479167
PATRI,-52.788947,-71.044369
ERUPO,-52.787778,-67.072222
GUDUX,-52.747222,-67.268056
CERRO,-52.738056,-69.369167
ATOKI,-52.73,-62.230833
GEKAM,-52.724672,-71.367394
SASTA,-52.708333,-67.763056
R309Y,-52.678133,-71.281622
PORVA,-52.643506,-71.220778
R332Y,-52.602931,-71.038533
USEKI,-52.594722,-68.753056
BAPOS,-52.303056,-68.936389
MONTE,-52.24,-70.963333
ILTIP,-52.221667,-68.900556
SIRUN,-52.221111,-72.109167
NEDAX,-52.082222,-72.023333
WG823,-52.068983,-69.009003
PALIX,-52.066667,-69.8
NT267,-52.048136,-72.242297
PNT23,-52.033342,-72.060386
R157M,-52.028392,-58.341583
R232T,-52.010347,-58.903111
52W40,-52,-140
MUNER,-52,-71.31
EGOSA,-52,-70.995
52W10,-52,-110
52W20,-52,-120
52W31,-52,-131
YP432,-51.962467,-58.126278
MPA26,-51.93055,-57.784767
R137I,-51.929147,-58.28445
YP431,-51.90355,-57.961453
MPA19,-51.895492,-57.970414
PNT11,-51.892503,-72.297419
R247J,-51.8892,-58.704308
R114I,-51.885442,-58.236253
62R05,-51.883164,-58.586753
ALPHA,-51.882978,-58.065139
YP430,-51.882083,-58.091411
NT273,-51.880981,-72.598408
R101M,-51.8752,-58.117436
MUDAS,-51.875008,-72.374403
TEKIS,-51.871381,-72.207914
NT999,-51.867681,-72.487119
IMP97,-51.866328,-58.186031
DIGIS,-51.861944,-62.467778
10MPA,-51.861508,-58.718769
MPA09,-51.859731,-58.222042
YP428,-51.856133,-58.2472
MPA20,-51.853028,-58.9923
62R28,-51.850839,-58.278006
R261M,-51.850828,-58.808964
MPA22,-51.848986,-57.872606
11MPA,-51.848558,-58.164039
MPA06,-51.847767,-58.294806
IMP47,-51.844622,-58.315783
04MPA,-51.843972,-58.570692
YP423,-51.841833,-58.838333
59MPA,-51.837297,-58.299878
PNT07,-51.835253,-72.352317
TOPEM,-51.834722,-72.662778
1RW05,-51.833844,-58.471881
01MPA,-51.833069,-58.479539
1RW28,-51.828253,-58.412889
15MPA,-51.827456,-58.417017
MA28,-51.826961,-58.420669
IMP6,-51.826708,-58.422139
R146N,-51.824775,-69.180869
D2MPA,-51.815444,-58.494733
1RW10,-51.813389,-58.500958
MPA02,-51.811164,-58.50645
MPA16,-51.811103,-58.419439
1RW23,-51.807036,-58.409594
YP433,-51.801689,-58.056669
D5MPA,-51.801236,-58.586042
4RW10,-51.800253,-58.578672
MPA03,-51.799719,-58.386639
YP418,-51.798667,-58.586833
NT118,-51.798047,-72.271664
R274M,-51.796489,-58.808592
D65MP,-51.794497,-58.624831
R073H,-51.793481,-58.247867
65MPA,-51.792978,-58.624111
MTP65,-51.792978,-58.624111
MPA05,-51.791758,-58.580661
MPA65,-51.791569,-58.622192
NT259,-51.790103,-72.539983
ASKAS,-51.788333,-66.001111
3RW23,-51.788022,-58.365525
YP419,-51.787,-58.655333
D103,-51.779619,-58.723992
MPA72,-51.777497,-58.635044
NT110,-51.776883,-72.747094
96R10,-51.775597,-58.723622
MPA63,-51.77285,-58.309392
AKNIV,-51.769467,-72.552589
NT207,-51.767544,-72.359383
NT086,-51.765067,-72.355933
YP420,-51.761667,-58.802333
NT998,-51.760028,-72.433608
NT220,-51.754031,-73.039111
71R23,-51.748986,-58.2753
TIRGA,-51.740278,-67.025833
YP421,-51.739333,-58.9315
MPA13,-51.739131,-58.780719
MP105,-51.738581,-58.211208
NT361,-51.736089,-72.643275
KOMPO,-51.723772,-72.416333
R057M,-51.718142,-58.152836
DAKAN,-51.717872,-72.3951
NT997,-51.712233,-72.457286
NT996,-51.712147,-72.457439
EGAPA,-51.709664,-72.645819
ESPEV,-51.702561,-69.641814
ATAKA,-51.700228,-72.475958
DFO11,-51.696361,-58.077828
BRAVO,-51.694031,-58.950769
10DFO,-51.693608,-57.5036
SUNKO,-51.691667,-68.084444
DFO65,-51.691631,-57.957506
55DFO,-51.6896,-57.624044
DFO35,-51.688408,-57.877294
DFO05,-51.685131,-57.797106
05DFO,-51.685008,-57.757742
NT995,-51.684875,-72.604572
PNT37,-51.681978,-72.498489
YP422,-51.6815,-58.766333
NT008,-51.6812,-72.499072
WC041,-51.678367,-71.730011
70DFO,-51.67765,-57.970156
DFO60,-51.677306,-57.610778
LIXIM,-51.669906,-68.962217
08DFO,-51.662761,-57.994269
DFO70,-51.661322,-57.58845
11DFO,-51.654775,-58.073528
NT015,-51.6539,-72.576161
DFO10,-51.651639,-57.509686
NT285,-51.651175,-72.368794
ATARU,-51.65,-72.3
R084N,-51.636386,-68.95805
WC016,-51.634775,-71.471728
R082N,-51.626661,-68.956708
ANSIB,-51.622564,-69.604894
VULAR,-51.620222,-69.553786
WG791,-51.616333,-69.484325
ISOSO,-51.616111,-69.465325
TEKUM,-51.615656,-72.683886
14GAL,-51.612308,-69.704519
GAL09,-51.611978,-69.570839
GAL69,-51.611794,-69.514694
GAL35,-51.611439,-69.423794
GAL01,-51.611133,-69.356956
EV07,-51.611036,-69.337097
BISOG,-51.61,-72.221389
EV25,-51.608164,-69.287022
GAL21,-51.607333,-69.274389
ENTIS,-51.601403,-69.159103
GL52,-51.600872,-69.148606
GAL61,-51.600275,-69.168069
GL66,-51.599019,-69.111303
LIVIN,-51.596992,-69.070717
GL84,-51.596622,-69.063347
GAL82,-51.596531,-69.112264
GAL9,-51.595097,-69.091006
ORODA,-51.594489,-69.020728
GAL10,-51.5933,-69.064436
R074N,-51.59125,-68.957372
NT450,-51.591178,-72.687853
UMLOP,-51.587681,-68.887558
GAL14,-51.58605,-68.958181
NT346,-51.582975,-72.490331
GAL18,-51.576108,-68.852442
SUMTO,-51.546519,-69.659189
NT473,-51.522583,-72.658925
NT408,-51.514653,-72.611506
SIPUR,-51.514092,-68.984258
WC028,-51.506578,-71.2545
R296N,-51.471769,-69.629903
UGAPO,-51.446306,-72.732133
R025N,-51.424669,-69.105883
NT640,-51.405425,-73.072564
R012N,-51.397028,-69.182267
R002N,-51.384175,-69.244542
R341N,-51.380383,-69.383981
MUPAD,-51.371667,-69.282514
ROLOX,-51.350578,-68.933456
WG761,-51.339244,-69.056744
TOKOS,-51.283333,-73.1875
WG157,-51.266483,-69.3923
NEPOL,-51.203622,-72.972517
WG748,-51.080278,-69.026011
DEVIS,-51.055278,-70.497222
PUNGI,-51.019875,-70.950747
51W60,-51,-160
51W50,-51,-150
NUXAX,-50.981458,-69.205944
WG763,-50.973644,-69.022506
WC027,-50.966647,-71.489467
WG136,-50.918675,-68.978325
WC018,-50.897058,-70.772803
WG895,-50.838075,-68.900061
SULSU,-50.777778,-71.840833
OBDOT,-50.776667,-72.110278
GEGAL,-50.776111,-72.108611
IRAVU,-50.768056,-68.755278
WC047,-50.747011,-70.760889
BUVOK,-50.728889,-71.158889
KADEB,-50.718056,-68.998889
ORABO,-50.710556,-69.538333
ETISA,-50.710556,-69.605833
WC050,-50.663847,-71.802222
WC032,-50.652347,-71.527228
KIBAR,-50.591111,-71.433056
LOMIN,-50.576944,-60.550833
MOSKA,-50.576944,-58.510833
WC012,-50.566181,-71.769275
WC336,-50.560572,-72.081089
WC335,-50.552367,-71.934161
EGBOR,-50.541533,-71.381267
WC051,-50.5346,-71.918019
WC995,-50.503997,-71.953697
WC304,-50.500711,-71.187042
WC964,-50.483367,-71.741389
WC947,-50.461789,-71.577372
WC334,-50.455944,-71.701014
MIGUT,-50.409964,-71.602772
PAGID,-50.407322,-72.506736
KOLPU,-50.366389,-74.0275
BODOM,-50.366389,-73.767222
PONRO,-50.353117,-71.697881
WC100,-50.322947,-71.719903
ECA13,-50.308086,-72.380347
ATEXI,-50.303761,-72.459336
WC011,-50.300844,-72.407547
ECA82,-50.297253,-72.256725
UKLOV,-50.296425,-72.329875
WC043,-50.2927,-72.265158
TODLO,-50.288942,-72.200453
ECA41,-50.287897,-72.151172
WC803,-50.286539,-72.159389
WC025,-50.285908,-72.148694
ECA18,-50.282606,-72.091981
ECA04,-50.278328,-72.035272
EC06,-50.278286,-72.019819
ECA50,-50.276808,-71.915672
ECA05,-50.276789,-71.915672
ECA74,-50.276136,-71.853436
EC22,-50.27595,-71.978411
ECA12,-50.274381,-71.733847
WC029,-50.273739,-71.944875
EC07,-50.273564,-71.942022
WC330,-50.272556,-71.603986
EC50,-50.271828,-71.905953
UGOXU,-50.271381,-71.906081
EC70,-50.268856,-71.854206
VUSDO,-50.268264,-71.855158
EC85,-50.266614,-71.8154
ISAXO,-50.2626,-71.763867
EC118,-50.260458,-71.73
ESNAM,-50.252822,-71.608706
WC333,-50.252617,-71.605947
TORUK,-50.196922,-72.343728
GIGLU,-50.187778,-72.152664
WC044,-50.180331,-72.303531
ATIPO,-50.166097,-71.723892
WC046,-50.165806,-71.983917
TISVI,-50.163333,-72.015556
WC048,-50.091828,-71.665381
POLOR,-50.083333,172.666667
WC322,-50.049056,-71.787178
WC049,-50.045064,-71.964353
WC982,-50.041614,-71.838919
WC955,-50.039581,-71.788386
WC975,-50.038689,-71.663217
SARLI,-50.017061,-71.606683
50S41,-50,141
5070W,-50,-70
50W40,-50,-140
5085S,-50,85
WEDD,-50,105.23
5090S,-50,90
50S00,-50,100
50S10,-50,110
LASSE,-50,171.333333
50W31,-50,-131
5080S,-50,80
50W20,-50,-120
50W10,-50,-110
50S46,-50,146
50S50,-50,150
50W00,-50,-100
50S05,-50,105
5095S,-50,95
WC321,-49.99875,-71.976861
WC904,-49.922769,-71.947964
WC891,-49.9112,-71.670967
WC659,-49.909336,-71.522469
ILPIK,-49.906667,-68.708611
WC979,-49.82975,-71.736169
KULIT,-49.811667,-67.805833
LOBOS,-49.810556,-65.205556
WC973,-49.789917,-71.887664
WC907,-49.781672,-72.102653
GEMDO,-49.708611,-67.804444
WC905,-49.670169,-71.816208
KOTON,-49.626667,-65.949444
ASOPA,-49.614167,-71.293889
WC861,-49.613872,-71.849908
WC014,-49.552672,-71.446183
OGTUR,-49.458619,-71.942411
SINEL,-49.290556,-73.886667
WC906,-49.270331,-71.252117
UTRUN,-49.217222,-68.47
WC903,-49.165472,-70.801836
WC302,-49.097839,-70.946517
49W60,-49,-160
VELAT,-49,-73.7
49W50,-49,-150
KABES,-49,-58.6675
DALDU,-48.873611,-71.747778
WC017,-48.783689,-70.391878
WC045,-48.716564,-70.536011
WC902,-48.646819,-71.177836
BOKUK,-48.446389,-70.036111
NIPLA,-48.270833,-73.334444
SALVU,-48.268056,-64.034722
VUTRU,-48.248611,-73.756111
MOTNO,-48.174444,-71.122778
IRAVA,-48.113611,-64.238056
EDSIL,-48.109722,-71.778889
DONBO,-48.037222,-66.221389
ASADO,-48.026944,-71.481667
EGLAS,-48,-53
48W10,-48,-110
48W20,-48,-120
48W31,-48,-131
48W00,-48,-100
48W40,-48,-140
KUKAS,-47.593611,-66.133056
DETIN,-47.517778,-65.07
ORUDO,-47.484444,-67.898889
DAGOK,-47.471667,-65.133611
ANLUK,-47.236944,-65.458056
TOPAG,-47.208333,-71.291667
BETRI,-47,-72.677778
47W60,-47,-160
47W50,-47,-150
47S80,-47,180
TIGNO,-47,-73.088889
47S70,-47,170
47W20,-47,-120
47W70,-47,-170
47S60,-47,160
47S50,-47,150
SATIN,-47,-73.606944
47S40,-47,140
RC401,-46.8925,168.122217
ANGEB,-46.882814,168.15035
LEDIP,-46.868619,168.191647
ERVIT,-46.847633,168.347353
SEBSA,-46.845272,168.259172
ROGEL,-46.743889,-71.623889
ANDEX,-46.686944,-67.48
BODUN,-46.67,-67.643611
AMVIX,-46.608611,168.371389
R160J,-46.57725,168.292353
R135J,-46.569064,168.396256
FOVOH,-46.564428,168.134894
ISELA,-46.555833,-68.061111
R190J,-46.547994,168.179186
GILVO,-46.544444,-68.109167
EGAMU,-46.535,168.168611
SEBNI,-46.527222,-70.938611
R205J,-46.518558,168.132792
R100J,-46.509322,168.512828
R205G,-46.496367,168.200325
R217J,-46.489642,168.104672
ROCKS,-46.489444,168.105
SURFA,-46.489039,168.083925
KAGRU,-46.474792,168.127806
BIDIS,-46.472406,168.48895
NV69,-46.465436,168.170717
NV04,-46.464225,168.173622
NV005,-46.450517,168.211139
NILIB,-46.446681,168.215103
R229G,-46.443592,168.155433
NV422,-46.44,168.235278
VC011,-46.439758,-67.743158
ILKOR,-46.430833,-70.446111
EV04,-46.417456,168.301522
YTUNA,-46.415208,168.593942
ESNUP,-46.414444,168.087222
DOTLU,-46.414444,168.54
COLAC,-46.413631,168.033089
30BAL,-46.411558,-71.659828
EP22,-46.409736,168.323822
EPDAB,-46.39755,168.798453
R053G,-46.395403,168.485522
NV03,-46.392011,168.384103
NV404,-46.389167,168.391944
PALTU,-46.382747,168.411794
R054J,-46.379458,168.5539
005NV,-46.378931,168.428389
NV22,-46.369978,168.459286
64NV,-46.369811,168.459403
DUNAX,-46.354444,168.498889
PEBLY,-46.346389,168.538889
R042J,-46.346183,168.539033
VIKIP,-46.344361,168.665033
MYROS,-46.340006,168.542447
R036J,-46.330592,168.527972
MIMIV,-46.330278,168.341944
OLGEX,-46.329211,169.879203
MASGO,-46.315911,168.6541
R030J,-46.315772,168.514519
R280J,-46.313464,168.123086
SURTA,-46.305278,-72.332778
R290J,-46.291589,168.15065
TUVDA,-46.290767,168.237294
BIDKU,-46.288503,168.764272
RUVGI,-46.280278,168.346944
R012J,-46.278406,168.462219
VC159,-46.270817,-67.6688
NV431,-46.267222,168.883611
R005J,-46.267172,168.437644
BA801,-46.262586,169.8069
TOLIV,-46.262492,169.873878
IBOSI,-46.25865,170.008844
PUMAG,-46.255397,169.802569
R315J,-46.254003,168.239414
BA462,-46.250642,169.755044
ORIGI,-46.249722,-64.701111
D30,-46.249511,-72.243717
BA653,-46.247625,169.763867
VIMES,-46.246194,169.888808
R340J,-46.245861,168.342711
LUXER,-46.237033,168.060111
NEGOS,-46.233333,-71.666667
LALEV,-46.228056,168.464167
ORIKA,-46.216389,-65.867778
BIMAX,-46.204722,169.231667
UKASU,-46.204008,169.927397
BINOB,-46.203431,168.516314
ALBOX,-46.190275,169.535772
GURAD,-46.185,168.669167
UPLEN,-46.184928,168.167206
DABCA,-46.1837,170.082669
MOMPI,-46.175,168.449722
BA618,-46.169467,-72.305944
15NV,-46.168003,168.398417
NV423,-46.167778,168.398056
VULRA,-46.147403,-67.868297
OREXI,-46.141958,169.501339
D20,-46.138028,-72.065411
BA304,-46.134172,-71.735475
AKVAD,-46.133611,-64.6575
MANOP,-46.113986,169.801519
ELNEK,-46.106283,170.007986
BA237,-46.091103,-71.587392
AKPIN,-46.087981,169.474339
ANOPA,-46.0875,168.425556
ENDUR,-46.086144,170.212344
BAL10,-46.079231,-71.695047
D14,-46.070653,-71.959236
BA428,-46.068344,-72.395189
ADMOG,-46.058364,169.174203
XOLUD,-46.053611,-68.621389
PIKON,-46.051167,169.936944
IDLIK,-46.048969,170.302372
ESEXI,-46.047856,-71.439628
AKLAR,-46.045317,169.949347
BA996,-46.044556,-72.209233
OTKIS,-46.034586,169.879267
LEKOD,-46.03405,170.304217
POTAB,-46.033664,168.067533
ADLED,-46.029525,169.870175
VENIR,-46.029192,169.137222
OKAPO,-46.026411,170.161547
RIPGO,-46.018814,170.492811
OVSED,-46.014078,170.016336
IDADO,-46.012525,169.736172
IMN86,-46.012017,170.020919
R109L,-46.008797,-71.460808
DAGNU,-46.001369,169.664275
VC405,-46.000936,-67.780397
46W70,-46,-170
46W50,-46,-150
46W40,-46,-140
LOLAN,-46,-58.834167
46S80,-46,180
4690W,-46,-90
46S60,-46,160
46S70,-46,170
46W31,-46,-131
46W10,-46,-110
46S50,-46,150
46W20,-46,-120
46S40,-46,140
46W00,-46,-100
46W60,-46,-160
MANRA,-45.998967,170.048681
LIDVI,-45.998019,170.114778
INTUS,-45.994822,168.713511
BUVOB,-45.993517,170.277597
PEGDA,-45.990908,170.552319
BIPUV,-45.989925,169.896203
OM03,-45.986919,170.076106
HL04,-45.982092,170.082783
BA374,-45.981425,-72.375006
IMN05,-45.978608,170.092369
NINVO,-45.978219,-67.205683
VABTA,-45.971311,170.073631
AGESO,-45.971114,170.108203
D5,-45.969403,-71.800458
HL3,-45.967017,170.226878
R179K,-45.960956,-67.393733
VC158,-45.960869,-67.393569
IMN03,-45.96,170.132014
PEXED,-45.958008,168.017889
MOVSA,-45.957869,168.469953
BA331,-45.952214,-72.222983
ATGUB,-45.952203,170.341011
IVTOP,-45.950783,170.4724
12BAL,-45.949831,-71.430844
KAGUR,-45.949342,-71.415214
VC225,-45.947503,-67.536
BA983,-45.946583,-72.057333
ANBIG,-45.945472,169.991508
TI839,-45.942683,170.48645
3HL,-45.941533,170.233311
IMN01,-45.941361,170.171617
KAKAX,-45.937814,169.661144
07BAL,-45.934592,-71.548247
KOLNI,-45.932219,-71.556633
BA060,-45.931311,-71.564175
R207K,-45.930581,-67.51975
MUMIP,-45.929331,-71.580333
BA468,-45.927633,-72.258497
BA025,-45.925131,-71.614778
UKETA,-45.922778,169.288611
ADNAV,-45.921828,170.556322
ASBUN,-45.921758,-67.733089
PIBEX,-45.920911,170.610228
BA064,-45.919714,-71.5276
02BAL,-45.919233,-71.665583
IDN01,-45.916939,170.223636
R132K,-45.914403,-67.193225
BA024,-45.910856,-71.730983
BA032,-45.908519,-71.749675
BA987,-45.907919,-72.136956
BA026,-45.906475,-71.766378
BA053,-45.903133,-71.562472
BA982,-45.903092,-72.024122
GENAB,-45.903003,-71.794403
BAL04,-45.901503,-71.806528
OLDOS,-45.900964,170.223475
AROPO,-45.9,-71.233333
BA062,-45.899944,-71.819144
SW11,-45.899333,170.260811
ROLOT,-45.899158,-71.825358
ORBAL,-45.898333,-70.871111
VC307,-45.89425,-67.568853
BA979,-45.893136,-71.606742
BA980,-45.891972,-71.611889
BA312,-45.891447,-72.304419
MIKIM,-45.889722,-70.550833
BENRU,-45.887117,170.286925
BA992,-45.8867,-71.573369
BURKS,-45.885833,170.557833
BA087,-45.885667,-71.503383
BA989,-45.884225,-71.569047
BA991,-45.884044,-71.568522
BA990,-45.884025,-71.569281
BA063,-45.880844,-71.841506
IGORA,-45.880014,170.296994
BA068,-45.877706,-71.56415
BAL35,-45.876575,-71.777661
KADSU,-45.873303,170.145547
BA994,-45.873239,-72.144036
BA993,-45.868386,-71.961075
TI437,-45.8674,170.341147
DUKES,-45.863958,170.335972
BAL05,-45.860928,-71.805561
BA084,-45.859308,-71.589333
BA113,-45.857231,-71.921053
VC077,-45.856203,-67.309278
BA106,-45.855925,-71.517278
BA999,-45.854772,-71.782142
LEKAS,-45.854433,169.576547
TEBIV,-45.853425,170.578083
PORDO,-45.850822,-71.390889
ESNAS,-45.845833,-63.038333
35NV,-45.843156,168.505061
IDN09,-45.842417,170.381869
KELSO,-45.842222,169.192222
PRETA,-45.841283,-67.898131
VC009,-45.838433,-68.233478
RENOR,-45.838181,-72.187861
BA128,-45.837686,-71.560578
VC051,-45.835325,-67.851497
VC015,-45.835139,-68.186842
VUMOR,-45.834325,-71.883306
VUNIL,-45.834294,-67.116081
ETASO,-45.833056,-68.683889
RULOL,-45.832239,170.741161
SW04,-45.831761,170.39815
BA270,-45.830347,-72.256636
BA126,-45.827856,-71.682533
ID107,-45.826556,170.415444
COLAV,-45.8241,-71.953139
VC400,-45.823594,-67.590897
IDPON,-45.823456,170.421736
ORIBI,-45.823344,-67.758258
TEPAR,-45.821844,-71.684347
SW24,-45.816872,170.429781
VC901,-45.815794,-67.699669
BA145,-45.815478,-71.96795
BA305,-45.810089,-72.089636
